id,premium,renewal,improvement,incentives
649,3300,0.9797346945198222,0.0,0.0
81136,11700,0.9758985549528449,0.0,0.0
70762,11700,0.9258890592607258,0.0,0.0
53935,5400,0.9565989130992464,0.0,0.0
15476,9600,0.9293806502770685,0.0,0.0
64797,11700,0.9638242677437613,0.0,0.0
67412,3300,0.5778551989152293,0.0,0.0
44241,5400,0.8502381592660497,0.0,0.0
5069,13800,0.968691719841656,0.0,0.0
16615,28500,0.9778830266165447,0.0,0.0
84281,20100,0.9709182839340263,0.0,0.0
82623,1200,0.961755212783013,0.0,0.0
86475,11700,0.5864134656356249,0.0,0.0
68263,1200,0.8618574194378301,0.0,0.0
113135,1200,0.9414712973003749,0.0,0.0
45532,18000,0.9479687013708723,0.0,0.0
102161,7500,0.9845541451548643,0.0,0.0
84789,30600,0.4230338172022354,0.0,0.0
62398,11700,0.9554619966361961,0.0,0.0
70148,3300,0.9601890745448081,0.0,0.0
102487,13800,0.9171440684058907,0.0,0.0
100513,11700,0.9208026389105582,0.0,0.0
92702,5700,0.8933076900974442,0.0,0.0
25051,9600,0.8131926024836046,0.0,0.0
92920,13800,0.9806950351386858,0.0,0.0
25520,11700,0.9315268969244371,0.0,0.0
81869,39000,0.9637913639090376,0.0,0.0
75402,7500,0.9738352799005646,0.0,0.0
34053,1200,0.7206241111691626,0.0,0.0
21191,9600,0.9625611976824269,0.0,0.0
10864,5400,0.9651819436626976,0.0,0.0
6349,7500,0.9526637720686185,0.0,0.0
85213,7500,0.9660683765743445,0.0,0.0
17255,5400,0.939021786256392,0.0,0.0
108351,3300,0.890217641564922,0.0,0.0
51437,11700,0.960417194480263,0.0,0.0
88629,20100,0.8168253621384081,0.0,0.0
85367,1200,0.9772257316800441,0.0,0.0
12313,1200,0.9071227128191821,0.0,0.0
71659,11700,0.9554325546635618,0.0,0.0
35142,5400,0.9827622000760109,0.0,0.0
62988,18000,0.9668887225623362,0.0,0.0
8793,3300,0.9228058954084108,0.0,0.0
11433,9600,0.9743046320314087,0.0,0.0
30586,18000,0.9648968240846837,0.0,0.0
53012,3300,0.9420297497818495,0.0,0.0
87924,7500,0.9662248623950738,0.0,0.0
106177,11700,0.9728933753562332,0.0,0.0
63058,18000,0.9482973434627662,0.0,0.0
99537,13800,0.9559287279845342,0.0,0.0
35336,20100,0.9128159862036018,0.0,0.0
78691,1200,0.9435104787029359,0.0,0.0
16161,9600,0.9544081040269149,0.0,0.0
94318,5400,0.9683478384513292,0.0,0.0
96583,3300,0.9790757286890238,0.0,0.0
104560,5700,0.9532834944589573,0.0,0.0
19638,26400,0.9834766480879887,0.0,0.0
26080,11700,0.9342451641216873,0.0,0.0
113482,7500,0.9757634841605886,0.0,0.0
82175,3300,0.9675511897822949,0.0,0.0
1239,3300,0.9616829159786856,0.0,0.0
32521,11700,0.7464922774737468,0.0,0.0
68529,7500,0.9819738646538917,0.0,0.0
38882,5400,0.11885861645676146,0.0,0.0
8299,3300,0.9759426327574598,0.0,0.0
98521,13800,0.9602997989278116,0.0,0.0
47257,7500,0.9187271087154992,0.0,0.0
42445,13800,0.9537876805669764,0.0,0.0
104700,13800,0.42987077381119193,0.0,0.0
109204,13800,0.9801532329193872,0.0,0.0
20138,9600,0.6710085085411385,0.0,0.0
28468,22200,0.9652408790967503,0.0,0.0
94964,15900,0.9679655664293825,0.0,0.0
59773,3300,0.9200755843576595,0.0,0.0
17261,18000,0.9813235255297597,0.0,0.0
9570,3300,0.9338594362841546,0.0,0.0
55159,5400,0.6519430576092096,0.0,0.0
82480,3300,0.9637306752513007,0.0,0.0
51225,7500,0.7715272958906514,0.0,0.0
53176,1200,0.8428078527932471,0.0,0.0
82883,3300,0.9623132281411401,0.0,0.0
63590,18000,0.9640309802473735,0.0,0.0
50906,13800,0.927338218132312,0.0,0.0
21635,11700,0.8907409975650755,0.0,0.0
84000,5400,0.9172015233117936,0.0,0.0
79029,18000,0.981294565229462,0.0,0.0
60256,15900,0.9778062594668031,0.0,0.0
110660,3300,0.924763994380686,0.0,0.0
51023,22200,0.96870212356642,0.0,0.0
99146,11700,0.9563043481954954,0.0,0.0
93878,5400,0.9720118767350598,0.0,0.0
93845,3300,0.9678760347821334,0.0,0.0
5364,1200,0.09148398330158314,0.0,0.0
106612,9600,0.9569161200572426,0.0,0.0
79928,9600,0.9697642740635914,0.0,0.0
94761,20100,0.9769180048785997,0.0,0.0
7126,11700,0.9537397438035115,0.0,0.0
82176,9600,0.9415152647937591,0.0,0.0
53475,9600,0.7357910800124031,0.0,0.0
88108,18000,0.9862879909144819,0.0,0.0
65166,1200,0.9508608800013127,0.0,0.0
65378,5400,0.9650079006740275,0.0,0.0
47119,11700,0.9536308385462925,0.0,0.0
64338,22200,0.9768660569409794,0.0,0.0
48872,3300,0.9280667296363393,0.0,0.0
26061,15900,0.9760869466185237,0.0,0.0
78191,9600,0.9644416965774907,0.0,0.0
108224,11700,0.9740758814833812,0.0,0.0
47646,1200,0.8717201621057177,0.0,0.0
63423,11700,0.9611822299864243,0.0,0.0
109453,7500,0.9402728577034561,0.0,0.0
43299,7500,0.9790333231278611,0.0,0.0
86879,7500,0.9547742510698687,0.0,0.0
51882,13800,0.9650558053851591,0.0,0.0
84497,11700,0.37977681270281954,0.0,0.0
19699,20100,0.9095939760088573,0.0,0.0
52164,11700,0.9479558415638457,0.0,0.0
36055,5400,0.923001864004637,0.0,0.0
17844,22200,0.9694803465835439,0.0,0.0
12006,9600,0.9691077874078833,0.0,0.0
51731,9600,0.975435891474032,0.0,0.0
101823,9600,0.9379487351760429,0.0,0.0
70611,13800,0.9673079668472461,0.0,0.0
57291,11700,0.6938971693856173,0.0,0.0
3315,11700,0.9235903917832834,0.0,0.0
6841,7500,0.923962602846012,0.0,0.0
95636,7500,0.677820779335417,0.0,0.0
89508,7500,0.9819918589257178,0.0,0.0
78357,9600,0.9631414954085604,0.0,0.0
30363,13800,0.9766691896116485,0.0,0.0
65880,11700,0.9589405418421703,0.0,0.0
79166,5400,0.9267739558907032,0.0,0.0
16883,13800,0.8725598775261076,0.0,0.0
19400,3300,0.9680935428073062,0.0,0.0
97846,15900,0.9666592551540767,0.0,0.0
35938,5400,0.9402843748584335,0.0,0.0
109739,5400,0.9743471643749455,0.0,0.0
7542,3300,0.9165408716319772,0.0,0.0
62506,18000,0.9830856300129599,0.0,0.0
106686,11700,0.9590935447445768,0.0,0.0
22500,5400,0.9747975186564896,0.0,0.0
73566,7500,0.9563725821066917,0.0,0.0
34462,13800,0.980967677573775,0.0,0.0
109,15900,0.9565301199508336,0.0,0.0
82344,22200,0.9692542433304238,0.0,0.0
70324,20100,0.9628082448484779,0.0,0.0
47235,7500,0.9783757747922002,0.0,0.0
78355,9600,0.9535576119945018,0.0,0.0
97012,7500,0.9392696705278725,0.0,0.0
103271,11700,0.9836639590256517,0.0,0.0
54640,5400,0.9641071875561205,0.0,0.0
18452,9600,0.9109989236515136,0.0,0.0
80733,13800,0.9100141721141817,0.0,0.0
22069,20100,0.939728305186438,0.0,0.0
63586,11700,0.9674643601123353,0.0,0.0
63069,7500,0.9723792721091341,0.0,0.0
66451,20100,0.9582810652208744,0.0,0.0
5163,5400,0.9792386460026734,0.0,0.0
6542,18000,0.9768413521110411,0.0,0.0
79333,11700,0.9827361335409102,0.0,0.0
8752,11700,0.967103001933755,0.0,0.0
37396,9600,0.9818414638303348,0.0,0.0
