id,premium,renewal,improvement,incentives
649,3300,0.9955555555555555,0.0,0.0
81136,11700,0.9911111111111112,0.0,0.0
70762,11700,0.87,0.0,0.0
53935,5400,0.9922222222222222,0.0,0.0
15476,9600,0.9488888888888889,0.0,0.0
64797,11700,0.9977777777777778,0.0,0.0
67412,3300,0.7833333333333333,0.0,0.0
44241,5400,0.82,0.0,0.0
5069,13800,0.9833333333333333,0.0,0.0
16615,28500,0.9955555555555555,0.0,0.0
84281,20100,0.9855555555555555,0.0,0.0
82623,1200,0.9466666666666667,0.0,0.0
86475,11700,0.6211111111111111,0.0,0.0
68263,1200,0.9411111111111111,0.0,0.0
113135,1200,0.8511111111111112,0.0,0.0
45532,18000,0.9222222222222223,0.0,0.0
102161,7500,0.9977777777777778,0.0,0.0
84789,30600,0.6833333333333333,0.0,0.0
62398,11700,0.9944444444444445,0.0,0.0
70148,3300,0.9988888888888889,0.0,0.0
102487,13800,0.8955555555555555,0.0,0.0
100513,11700,0.8977777777777778,0.0,0.0
92702,5700,0.88,0.0,0.0
25051,9600,0.7188888888888889,0.0,0.0
92920,13800,0.9677777777777777,0.0,0.0
25520,11700,0.9722222222222222,0.0,0.0
81869,39000,0.9388888888888889,0.0,0.0
75402,7500,0.9877777777777778,0.0,0.0
34053,1200,0.6933333333333334,0.0,0.0
21191,9600,0.9977777777777778,0.0,0.0
10864,5400,0.9855555555555555,0.0,0.0
6349,7500,0.9544444444444444,0.0,0.0
85213,7500,0.9977777777777778,0.0,0.0
17255,5400,0.9733333333333334,0.0,0.0
108351,3300,0.8055555555555556,0.0,0.0
51437,11700,0.98,0.0,0.0
88629,20100,0.8344444444444444,0.0,0.0
85367,1200,0.9944444444444445,0.0,0.0
12313,1200,0.94,0.0,0.0
71659,11700,0.9766666666666667,0.0,0.0
35142,5400,0.9966666666666667,0.0,0.0
62988,18000,0.9455555555555556,0.0,0.0
8793,3300,0.9088888888888889,0.0,0.0
11433,9600,0.9855555555555555,0.0,0.0
30586,18000,0.9911111111111112,0.0,0.0
53012,3300,0.9466666666666667,0.0,0.0
87924,7500,0.9911111111111112,0.0,0.0
106177,11700,0.9966666666666667,0.0,0.0
63058,18000,0.9444444444444444,0.0,0.0
99537,13800,0.9466666666666667,0.0,0.0
35336,20100,0.8677777777777778,0.0,0.0
78691,1200,0.9366666666666666,0.0,0.0
16161,9600,0.9844444444444445,0.0,0.0
94318,5400,0.9755555555555555,0.0,0.0
96583,3300,0.9966666666666667,0.0,0.0
104560,5700,0.91,0.0,0.0
19638,26400,1.0,0.0,0.0
26080,11700,0.98,0.0,0.0
113482,7500,0.9777777777777777,0.0,0.0
82175,3300,0.9777777777777777,0.0,0.0
1239,3300,0.9611111111111111,0.0,0.0
32521,11700,0.5844444444444444,0.0,0.0
68529,7500,0.9988888888888889,0.0,0.0
38882,5400,0.27111111111111114,0.0,0.0
8299,3300,0.9966666666666667,0.0,0.0
98521,13800,0.9944444444444445,0.0,0.0
47257,7500,0.9155555555555556,0.0,0.0
42445,13800,0.9844444444444445,0.0,0.0
104700,13800,0.6366666666666667,0.0,0.0
109204,13800,0.9855555555555555,0.0,0.0
20138,9600,0.6255555555555555,0.0,0.0
28468,22200,1.0,0.0,0.0
94964,15900,0.7211111111111111,0.0,0.0
59773,3300,0.86,0.0,0.0
17261,18000,0.9955555555555555,0.0,0.0
