id,premium,renewal,improvement,incentives
649,3300,0.9900712984597572,0.0,0.0
81136,11700,0.9857859836878887,0.0,0.0
70762,11700,0.8974072952012654,0.0,0.0
53935,5400,0.9768369040682886,0.0,0.0
15476,9600,0.971531389542717,0.0,0.0
64797,11700,0.9860470028058553,0.0,0.0
67412,3300,0.8308604468132577,0.0,0.0
44241,5400,0.7619063150554202,0.0,0.0
5069,13800,0.9909366860157653,0.0,0.0
16615,28500,0.9905761080072362,0.0,0.0
84281,20100,0.98740655189501,0.0,0.0
82623,1200,0.9708761231463819,0.0,0.0
86475,11700,0.547974644953199,0.0,0.0
68263,1200,0.9668808933300834,0.0,0.0
113135,1200,0.9461421488363653,0.0,0.0
45532,18000,0.9665004093746141,0.0,0.0
102161,7500,0.99110333565651,0.0,0.0
84789,30600,0.6464589209767876,0.0,0.0
62398,11700,0.9768762721343834,0.0,0.0
70148,3300,0.9883826082807485,0.0,0.0
102487,13800,0.9249499782218397,0.0,0.0
100513,11700,0.9176875972361503,0.0,0.0
92702,5700,0.9276656470051304,0.0,0.0
25051,9600,0.6381117523735621,0.0,0.0
92920,13800,0.9900205381354209,0.0,0.0
25520,11700,0.9651949943645248,0.0,0.0
81869,39000,0.9656629220230142,0.0,0.0
75402,7500,0.9839081784330111,0.0,0.0
34053,1200,0.6566117993792889,0.0,0.0
21191,9600,0.9868996118856402,0.0,0.0
10864,5400,0.986300218570658,0.0,0.0
6349,7500,0.9724982421463018,0.0,0.0
85213,7500,0.9833634497700854,0.0,0.0
17255,5400,0.9588479911462953,0.0,0.0
108351,3300,0.7803807513244639,0.0,0.0
51437,11700,0.9736281660853975,0.0,0.0
88629,20100,0.8466032456195207,0.0,0.0
85367,1200,0.9884465321422163,0.0,0.0
12313,1200,0.95648948120915,0.0,0.0
71659,11700,0.9759580221868044,0.0,0.0
35142,5400,0.9891529893352294,0.0,0.0
62988,18000,0.9856830323790751,0.0,0.0
8793,3300,0.9386681414923069,0.0,0.0
11433,9600,0.9899275088231282,0.0,0.0
