id,premium,renewal,improvement,incentives
649,3300,0.9897270419545453,0.0,0.0
81136,11700,0.9850047884036223,0.0,0.0
70762,11700,0.8876928654151562,0.0,0.0
53935,5400,0.9777906819931852,0.0,0.0
15476,9600,0.9709294362456007,0.0,0.0
64797,11700,0.9853703543353118,0.0,0.0
67412,3300,0.8120509343037182,0.0,0.0
44241,5400,0.8370352826994113,0.0,0.0
5069,13800,0.9907884656149294,0.0,0.0
16615,28500,0.989887028109386,0.0,0.0
84281,20100,0.9873338681282724,0.0,0.0
82623,1200,0.9682928777692683,0.0,0.0
86475,11700,0.5941081016362648,0.0,0.0
68263,1200,0.9442049900030086,0.0,0.0
113135,1200,0.9381535849046841,0.0,0.0
45532,18000,0.9725641897259553,0.0,0.0
102161,7500,0.9910574789467819,0.0,0.0
84789,30600,0.675995262728032,0.0,0.0
62398,11700,0.9740228142356012,0.0,0.0
70148,3300,0.9840128917994613,0.0,0.0
102487,13800,0.9149951146157788,0.0,0.0
100513,11700,0.92963341881643,0.0,0.0
92702,5700,0.9097615521500453,0.0,0.0
25051,9600,0.6370680553393488,0.0,0.0
92920,13800,0.9894128072046253,0.0,0.0
25520,11700,0.963912093884655,0.0,0.0
81869,39000,0.9669479035923463,0.0,0.0
75402,7500,0.9848050783143872,0.0,0.0
34053,1200,0.7038178355155394,0.0,0.0
21191,9600,0.9878191291604258,0.0,0.0
10864,5400,0.9852741678396495,0.0,0.0
6349,7500,0.9725739278956069,0.0,0.0
85213,7500,0.984317224241567,0.0,0.0
17255,5400,0.963517528861786,0.0,0.0
108351,3300,0.8205118534578966,0.0,0.0
51437,11700,0.9758661630311393,0.0,0.0
88629,20100,0.8296298264083138,0.0,0.0
85367,1200,0.9888203493518206,0.0,0.0
12313,1200,0.9577938610215283,0.0,0.0
71659,11700,0.9735778735788717,0.0,0.0
35142,5400,0.9888618569352882,0.0,0.0
62988,18000,0.9863266840843714,0.0,0.0
8793,3300,0.9364505070208496,0.0,0.0
11433,9600,0.9892595056885385,0.0,0.0
30586,18000,0.9902314122622803,0.0,0.0
53012,3300,0.978932577059005,0.0,0.0
87924,7500,0.984317224241567,0.0,0.0
106177,11700,0.9785568503383857,0.0,0.0
63058,18000,0.9552698080574593,0.0,0.0
99537,13800,0.9763964083340064,0.0,0.0
35336,20100,0.8872240546759372,0.0,0.0
78691,1200,0.9568807889558936,0.0,0.0
16161,9600,0.9814211136481319,0.0,0.0
94318,5400,0.9770601850840794,0.0,0.0
96583,3300,0.9903614445668065,0.0,0.0
104560,5700,0.9542457680618518,0.0,0.0
19638,26400,0.9901097255354318,0.0,0.0
26080,11700,0.9773294494178495,0.0,0.0
113482,7500,0.991167121906155,0.0,0.0
82175,3300,0.9831777882525093,0.0,0.0
1239,3300,0.9718713057944296,0.0,0.0
32521,11700,0.5999196353414418,0.0,0.0
68529,7500,0.9904944988949871,0.0,0.0
38882,5400,0.35217771294962963,0.0,0.0
8299,3300,0.9874858900207616,0.0,0.0
98521,13800,0.9634131427851441,0.0,0.0
47257,7500,0.9498729182738859,0.0,0.0
42445,13800,0.9756707986161729,0.0,0.0
104700,13800,0.8142393733404699,0.0,0.0
109204,13800,0.9876079729035219,0.0,0.0
20138,9600,0.5508676290177957,0.0,0.0
28468,22200,0.9879121546271108,0.0,0.0
94964,15900,0.8941206353069606,0.0,0.0
59773,3300,0.9243910692618935,0.0,0.0
17261,18000,0.9877481166517956,0.0,0.0
9570,3300,0.9412292531325945,0.0,0.0
55159,5400,0.7350277461198483,0.0,0.0
82480,3300,0.9800018998507234,0.0,0.0
51225,7500,0.6069259335769435,0.0,0.0
53176,1200,0.7500948754251081,0.0,0.0
82883,3300,0.9815319384903003,0.0,0.0
63590,18000,0.9866503241582406,0.0,0.0
50906,13800,0.7775782218766724,0.0,0.0
21635,11700,0.8083916906447237,0.0,0.0
84000,5400,0.92245768958602,0.0,0.0
79029,18000,0.9898744717126345,0.0,0.0
60256,15900,0.9893621483602946,0.0,0.0
110660,3300,0.8847982934013756,0.0,0.0
51023,22200,0.9772609053586157,0.0,0.0
99146,11700,0.9498864837380195,0.0,0.0
93878,5400,0.984436496686114,0.0,0.0
93845,3300,0.9806860244443938,0.0,0.0
5364,1200,0.5322217618892863,0.0,0.0
106612,9600,0.9669763984312632,0.0,0.0
